sentence,label,label_word
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",0,Negative
thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,0,Negative
đôi khi đi quá sâu vào một vấn đề bên lề .,0,Negative
"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",2,Positive
cô thật nhiệt tình .,2,Positive
phòng thực hành tốt .,2,Positive
"nói chuyện lan man , không liên quan đến môn học quá nhiều .",0,Negative
giảng viên rất tận tâm .,2,Positive
phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,0,Negative
"thầy bận nhiều nên cũng nghỉ nhiều , hi vọng thầy có thể sắp xếp thời gian .",0,Negative
giáo viên sử dụng giờ trên lớp hiệu quả .,2,Positive
"giáo viên tận tình , dạy truyền đạt tốt .",2,Positive
"giảng viên dạy tốt , nhiệt tình .",2,Positive
giảng viên tạo cảm hứng cho sinh viên học tập .,2,Positive
chán .,0,Negative
"thầy nhiệt tình , tận tâm giúp đỡ sinh viên .",2,Positive
"dạy quá chậm , quá cặn kẽ .",0,Negative
thầy wzjwz174 ít cho bài tập về nhà .,0,Negative
thầy đôi khi nói hơi khó hiểu .,0,Negative
"giảng viên tận tâm , nhiệt tình , hỗ trợ giải đáp thắc mắc môn học cho sinh viên .",2,Positive
"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",0,Negative
làm bài tập .,1,Neutral
cứ ngỡ được 10 điểm là chắc chắn rồi .,0,Negative
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,0,Negative
thêm phòng thiết bị để thực hành .,0,Negative
dễ hiểu đầy đủ .,2,Positive
điểm .,1,Neutral
"giáo viên tốt bụng , vui tính .",2,Positive
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",0,Negative
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",2,Positive
giải đáp kịp thời những thắc mắc cho sinh viên .,2,Positive
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",2,Positive
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",0,Negative
bài tập không cho ví dụ về nhà để xem lại .,0,Negative
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,0,Negative
"thầy dạy dễ hiểu , rất hài lòng .",2,Positive
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",0,Negative
"cách giảng bài dễ hiểu , hay .",2,Positive
đầy đủ kiến thức .,2,Positive
chất lượng phòng máy rất tệ .,0,Negative
"thầy giảng ngắn gọn , đầy đủ .",2,Positive
tốt giỏi chu đáo .,2,Positive
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",2,Positive
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",0,Negative
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,2,Positive
"nhiệt tình , truyền cảm hứng .",2,Positive
"thầy hài hước , giọng truyền cảm .",2,Positive
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",2,Positive
không hiểu cách chấm bài thi của thầy .,0,Negative
tiết học chưa được thu hút .,0,Negative
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,0,Negative
cần vào thẳng nội dung .,0,Negative
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",2,Positive
cô dạy trên lớp và thực hành tận tâm .,2,Positive
em rất hài lòng về thầy .,2,Positive
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",0,Negative
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",2,Positive
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",2,Positive
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",2,Positive
cần giải bài tập nhiều hơn .,0,Negative
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",2,Positive
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,0,Negative
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",2,Positive
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,0,Negative
"thấy rất hiền , rất chi là hơi trẻ con .",2,Positive
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",2,Positive
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",0,Negative
"giảng hơi nhanh , chưa kỹ lắm .",0,Negative
"những phần trọng tâm bài tập thì cũng không nói được "" đây là phần quan trọng có trong đề thi các em cần chú ý "" .",0,Negative
"nghe , nói luyện tập cao .",2,Positive
giáo viên giảng hay dễ hiểu .,2,Positive
sử dụng phần mềm crack .,0,Negative
nhiều khi dạy quá thời gian .,0,Negative
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,0,Negative
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",2,Positive
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,2,Positive
"dạy dễ hiểu , thân thiện .",2,Positive
có các phần ôn tập không liên tới bài kiểm tra .,0,Negative
không nên tổ chức thực hành hình thức 2 .,0,Negative
sự thân thiện và tận tình đối với học viên .,2,Positive
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",2,Positive
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,0,Negative
thầy thiện nhiệt tình .,2,Positive
truyền đạt thực tiễn vấn đề .,2,Positive
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,2,Positive
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",0,Negative
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,0,Negative
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",0,Negative
"thầy dạy khá nhiệt tình , vui tính .",2,Positive
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",0,Negative
thầy dạy rất hay ạ !,2,Positive
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",0,Negative
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,0,Negative
"giảng viên dạy nhiệt tình , dễ hiểu .",2,Positive
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,0,Negative
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",2,Positive
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",2,Positive
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",0,Negative
"thầy tận tâm , nhiệt tình .",2,Positive
máy ở phòng thực hành quá tệ .,0,Negative
thầy rất dễ thương .,2,Positive
"giảng viên nhiệt tình , thân thiện .",2,Positive
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",2,Positive
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,0,Negative
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",0,Negative
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",0,Negative
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,0,Negative
tạo điều kiện cho sinh viên làm việc nhóm .,2,Positive
phương pháp dạy chưa hay .,0,Negative
hay bị về trễ colonsad .,0,Negative
cần dạy chi tiết hơn .,0,Negative
cô giảng rất nhiệt tình .,2,Positive
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,2,Positive
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",0,Negative
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,0,Negative
"giảng dạy hay , nhiệt tình .",2,Positive
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",2,Positive
"dạy hơi nhiều , và hơi nhanh .",0,Negative
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,0,Negative
giảng dạy tận tâm .,2,Positive
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",0,Negative
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",2,Positive
quá dễ dẫn đến buồn ngủ .,0,Negative
giảng viên không có tính hài hước .,1,Neutral
"vui tính , nhiệt tình .",2,Positive
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",2,Positive
thẩy wzjwz311 rất vui và nhiệt tình .,2,Positive
giáo viên giảng dạy lôi cuốn .,2,Positive
"nhiệt tình , dễ gần , truyền đạt tận tâm .",2,Positive
phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .,0,Negative
giáo viên chưa tạo được không khí vui vẻ trong lớp học .,0,Negative
thầy giúp em biết mạch số là gì .,2,Positive
có lúc thầy lạc đề .,0,Negative
thầy dạy hơi chậm .,0,Negative
"lần được học thầy , thấm nhiều thứ quá .",2,Positive
nhiều phần trong slide bài giảng của giảng viên không chính xác .,0,Negative
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",0,Negative
"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành .",0,Negative
"dạy dễ hiểu , sâu rộng .",2,Positive
"thầy dạy nhiệt tình , vui vẻ .",2,Positive
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình và tận tụy với học trò .",2,Positive
thầy luôn chủ động tạo tranh luận và kiểm tra bài tập đầu giờ để sinh viên dễ dàng nắm bắt kiến thức .,2,Positive
"nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật .",0,Negative
nên tự tin hơn trong việc giảng dạy .,0,Negative
giảng viên có cập nhật thông tin mới nhất về tình hình thực tế .,2,Positive
giáo viên rất nhiệt tình đối với sinh viên .,2,Positive
